schoolid,schoolname,CalendarYear,Firsttimebaryear,GradTotal,GradDidNotTake,GradTakers,graddidnottakepct,GradNoInfo,gradnoinfopct,graddidnottakenoinfopct,PriorYrFirstTimeTaker,EarlyFirstTimeTakers,TotalFirstTimeTakers,totalfirsttimepassers,reportpct,avgschoolpasspct,avgstatepasspct,avgpasspctdiff,UltimateBarYear,UltimateCohortTotal,UltimateDidNotTake,UltimateNoInfo,UltimateTakers,UltimatePassers,UltimateSchoolPassPct,GradDipPriv,AvgPassPctDipPriv,UltimateDipPriv,UltimatePassPctDipPriv
00146601,Barry University,2013,2012,,,,,,,,,,187,,0.8396,0.8089,0.7932,0.0157,,,,,,,,,,,
00146601,Barry University,2014,2013,,,,,,,,,,192,,0.8542,0.7927,0.7791,0.0136,,,,,,,,,,,
00146601,Barry University,2015,2014,,,,,,,,,,195,,0.9231,0.6222,0.7209,-0.0987,,,,,,,,,,,
00146601,Barry University,2016,2015,,,,,,,,,,222,,0.8874,0.5025,0.6779,-0.1754,,,,,,,,,,,
00146601,Barry University,2017,2016,209,47,,,8,,,86,,240,,,0.4583,0.6655,-0.2072,,,,,,,,,,,
00146601,Barry University,2018,2017,178,68,,,3,,,43,,150,,,0.56,0.6849,-0.1249,2015,244,3,7,234,172,0.735,,,,
00146601,Barry University,2019,2018,179,56,,0.3128,1,0.0056,0.3184,56,,178,74,,0.4157,0.6574,-0.2417,2016,212,11,0,201,143,0.7114,,,,
00146601,Barry University,2020,2019,176,56,,0.3182,0,0,0.3182,42,0,162,92,,0.5679,0.7084,-0.1405,2017,179,13,0,166,126,0.759,,,,
00146601,Barry University,2021,2020,187,71,116,0.3797,0,0,0.3797,51,0,167,98,,0.5868,0.7012,-0.1144,2018,179,11,0,168,113,0.6726,0,58.68,0,67.26
00146601,Barry University,2022,2021,183,51,125,0.2787,7,0.0383,0.3169,53,0,178,111,,0.6236,0.7062,-0.0826,2019,174,9,3,162,132,0.8148,0,62.36,0,81.48
00146800,St. Thomas University (Florida),2009,2008,,,,,,,,,,200,,0.825,0.7879,0.8076,-0.0197,,,,,,,,,,,
00146800,St. Thomas University (Florida),2010,2009,,,,,,,,,,182,,0.7912,0.7361,0.7781,-0.042,,,,,,,,,,,
00146800,St. Thomas University (Florida),2011,2010,,,,,,,,,,184,,0.8533,0.7452,0.7763,-0.0311,,,,,,,,,,,
00146800,St. Thomas University (Florida),2012,2011,,,,,,,,,,212,,0.8915,0.7513,0.7996,-0.0483,,,,,,,,,,,
00146800,St. Thomas University (Florida),2013,2012,,,,,,,,,,202,,0.896,0.7514,0.7932,-0.0418,,,,,,,,,,,
00146800,St. Thomas University (Florida),2014,2013,,,,,,,,,,231,,0.8918,0.7136,0.7791,-0.0655,,,,,,,,,,,
00146800,St. Thomas University (Florida),2015,2014,,,,,,,,,,200,,0.89,0.6742,0.7209,-0.0467,,,,,,,,,,,
00146800,St. Thomas University (Florida),2016,2015,,,,,,,,,,161,,0.9503,0.5556,0.6779,-0.1223,,,,,,,,,,,
00146800,St. Thomas University (Florida),2017,2016,208,50,,,2,,,40,,196,,,0.449,0.6655,-0.2165,,,,,,,,,,,
00146800,St. Thomas University (Florida),2018,2017,179,55,,,0,,,48,,172,,,0.593,0.6836,-0.0906,2015,159,2,3,154,121,0.7857,,,,
00146800,St. Thomas University (Florida),2019,2018,183,51,,0.2787,0,0,0.2787,44,,176,110,,0.625,0.6565,-0.0315,2016,208,1,4,203,156,0.7685,,,,
00146800,St. Thomas University (Florida),2020,2019,157,28,,0.1783,4,0.0255,0.2038,40,0,165,110,,0.6666,0.709,-0.0424,2017,179,4,0,175,141,0.8057,,,,
00146800,St. Thomas University (Florida),2021,2020,162,35,125,0.216,2,0.0123,0.2284,31,0,156,99,,0.6346,0.6988,-0.0642,2018,183,6,0,177,155,0.8757,1,63.69,0,87.57
00146800,St. Thomas University (Florida),2022,2021,150,22,128,0.1467,0,0,0.1467,30,0,158,79,,0.5,0.7042,-0.2042,2019,157,0,2,155,132,0.8516,0,50,0,85.16
00148001,Florida A&M University,2009,2008,,,,,,,,,,108,,0.9722,0.6571,0.8076,-0.1505,,,,,,,,,,,
00148001,Florida A&M University,2010,2009,,,,,,,,,,154,,0.9026,0.5252,0.7781,-0.2529,,,,,,,,,,,
00148001,Florida A&M University,2011,2010,,,,,,,,,,145,,0.7448,0.6111,0.7763,-0.1652,,,,,,,,,,,
00148001,Florida A&M University,2012,2011,,,,,,,,,,185,,0.7784,0.6319,0.7996,-0.1677,,,,,,,,,,,
00148001,Florida A&M University,2013,2012,,,,,,,,,,147,,0.8367,0.6748,0.7932,-0.1184,,,,,,,,,,,
00148001,Florida A&M University,2014,2013,,,,,,,,,,203,,0.8621,0.7314,0.7791,-0.0477,,,,,,,,,,,
00148001,Florida A&M University,2015,2014,,,,,,,,,,231,,0.6797,0.7325,0.7209,0.0116,,,,,,,,,,,
00148001,Florida A&M University,2016,2015,,,,,,,,,,139,,0.8777,0.6639,0.6779,-0.014,,,,,,,,,,,
00148001,Florida A&M University,2017,2016,123,40,,,8,,,32,,107,,,0.5047,0.6702,-0.1655,,,,,,,,,,,
00148001,Florida A&M University,2018,2017,124,30,,,16,,,43,,121,,,0.5124,0.685,-0.1726,2015,135,0,15,120,94,0.7833,,,,
00148001,Florida A&M University,2019,2018,129,31,,0.2403,19,0.1473,0.3876,41,,120,58,,0.4833,0.6608,-0.1775,2016,123,0,7,116,88,0.7586,,,,
00148001,Florida A&M University,2020,2019,143,37,,0.2587,34,0.2378,0.4965,36,0,108,63,,0.5833,0.7114,-0.1281,2017,127,0,7,120,85,0.7083,,,,
00148001,Florida A&M University,2021,2020,149,32,109,0.2148,8,0.0537,0.2685,55,0,164,100,,0.6097,0.7047,-0.095,2018,129,8,2,119,97,0.8151,0,60.97,0,81.51
00148001,Florida A&M University,2022,2021,156,35,115,0.2244,6,0.0385,0.2628,29,0,144,82,,0.5625,0.7192,-0.1567,2019,143,9,6,128,101,0.7891,0,56.94,0,78.91
00148900,Florida State University,2009,2008,,,,,,,,,,291,,0.89,0.8687,0.8076,0.0611,,,,,,,,,,,
00148900,Florida State University,2010,2009,,,,,,,,,,247,,0.8704,0.8651,0.7781,0.087,,,,,,,,,,,
00148900,Florida State University,2011,2010,,,,,,,,,,244,,0.8607,0.8619,0.7763,0.0856,,,,,,,,,,,
00148900,Florida State University,2012,2011,,,,,,,,,,265,,0.8415,0.8834,0.7996,0.0838,,,,,,,,,,,
00148900,Florida State University,2013,2012,,,,,,,,,,255,,0.8824,0.8889,0.7932,0.0957,,,,,,,,,,,
00148900,Florida State University,2014,2013,,,,,,,,,,230,,0.8609,0.8838,0.7791,0.1047,,,,,,,,,,,
00148900,Florida State University,2015,2014,,,,,,,,,,250,,0.856,0.8224,0.7209,0.1015,,,,,,,,,,,
00148900,Florida State University,2016,2015,,,,,,,,,,228,,0.8991,0.8,0.6779,0.1221,,,,,,,,,,,
00148900,Florida State University,2017,2016,192,25,,,4,,,16,,179,,,0.7933,0.6653,0.128,,,,,,,,,,,
00148900,Florida State University,2018,2017,237,41,,,7,,,23,,212,,,0.8019,0.6826,0.1193,2015,250,4,9,237,194,0.8186,,,,
00148900,Florida State University,2019,2018,169,30,,0.1775,1,0.0059,0.1834,36,,174,155,,0.8908,0.6602,0.2306,2016,189,7,1,181,171,0.9448,,,,
00148900,Florida State University,2020,2019,177,39,,0.2203,0,0,0.2203,5,0,143,124,,0.8671,0.7078,0.1593,2017,234,4,3,227,211,0.9295,,,,
00148900,Florida State University,2021,2020,171,16,154,0.0936,1,0.0058,0.0994,25,0,179,151,,0.8436,0.7041,0.1395,2018,176,3,4,169,164,0.9704,0,84.36,0,97.04
00148900,Florida State University,2022,2021,222,25,195,0.1126,2,0.009,0.1216,14,0,209,155,,0.7416,0.705,0.0366,2019,176,3,3,170,163,0.9588,0,74.16,0,95.88
00150900,Nova Southeastern University,2009,2008,,,,,,,,,,245,,0.9265,0.8414,0.8076,0.0338,,,,,,,,,,,
00150900,Nova Southeastern University,2010,2009,,,,,,,,,,258,,0.9612,0.8387,0.7781,0.0606,,,,,,,,,,,
00150900,Nova Southeastern University,2011,2010,,,,,,,,,,255,,0.9647,0.8333,0.7763,0.057,,,,,,,,,,,
00150900,Nova Southeastern University,2012,2011,,,,,,,,,,288,,0.9063,0.8659,0.7996,0.0663,,,,,,,,,,,
00150900,Nova Southeastern University,2013,2012,,,,,,,,,,350,,0.9257,0.7963,0.7932,0.0031,,,,,,,,,,,
00150900,Nova Southeastern University,2014,2013,,,,,,,,,,294,,0.9626,0.8163,0.7791,0.0372,,,,,,,,,,,
00150900,Nova Southeastern University,2015,2014,,,,,,,,,,250,,0.972,0.7037,0.7209,-0.0172,,,,,,,,,,,
00150900,Nova Southeastern University,2016,2015,,,,,,,,,,271,,0.9926,0.6506,0.6779,-0.0273,,,,,,,,,,,
00150900,Nova Southeastern University,2017,2016,236,0,,,18,,,8,,226,,,0.646,0.6566,-0.0106,,,,,,,,,,,
00150900,Nova Southeastern University,2018,2017,219,0,,,16,,,8,,211,,,0.6872,0.6802,0.007,2015,285,0,18,267,226,0.8464,,,,
00150900,Nova Southeastern University,2019,2018,216,14,,0.0648,4,0.0185,0.0833,13,,211,99,,0.4692,0.657,-0.1878,2016,236,0,11,225,210,0.9333,,,,
00150900,Nova Southeastern University,2020,2019,226,13,,0.0575,1,0.0044,0.0619,8,0,220,144,,0.6545,0.7058,-0.0513,2017,219,3,0,216,195,0.9028,,,,
00150900,Nova Southeastern University,2021,2020,188,25,160,0.133,3,0.016,0.1489,10,0,170,109,,0.6411,0.6971,-0.056,2018,217,6,1,210,176,0.8381,0,64.11,0,83.81
00150900,Nova Southeastern University,2022,2021,190,18,170,0.0947,2,0.0105,0.1053,15,0,185,115,,0.6216,0.7043,-0.0827,2019,228,9,0,219,186,0.8493,0,62.16,0,84.93
00153101,Stetson University,2009,2008,,,,,,,,,,283,,0.9223,0.8199,0.8076,0.0123,,,,,,,,,,,
00153101,Stetson University,2010,2009,,,,,,,,,,299,,0.9532,0.8105,0.7781,0.0324,,,,,,,,,,,
00153101,Stetson University,2011,2010,,,,,,,,,,291,,1,0.7595,0.7763,-0.0168,,,,,,,,,,,
00153101,Stetson University,2012,2011,,,,,,,,,,286,,1,0.8741,0.7996,0.0745,,,,,,,,,,,
00153101,Stetson University,2013,2012,,,,,,,,,,317,,1,0.8927,0.7932,0.0995,,,,,,,,,,,
00153101,Stetson University,2014,2013,,,,,,,,,,295,,0.9458,0.8925,0.7791,0.1134,,,,,,,,,,,
00153101,Stetson University,2015,2014,,,,,,,,,,259,,1,0.7992,0.7209,0.0783,,,,,,,,,,,
00153101,Stetson University,2016,2015,,,,,,,,,,237,,1,0.7677,0.6816,0.0861,,,,,,,,,,,
00153101,Stetson University,2017,2016,282,74,,,0,,,67,,275,,,0.7382,0.6626,0.0756,,,,,,,,,,,
00153101,Stetson University,2018,2017,237,52,,,0,,,62,,247,,,0.6963,0.6882,0.0081,2015,270,18,0,252,224,0.8889,,,,
00153101,Stetson University,2019,2018,234,51,,0.2179,0,0,0.2179,40,,223,145,,0.6503,0.6589,-0.0086,2016,282,19,0,263,232,0.8821,,,,
00153101,Stetson University,2020,2019,245,50,,0.2041,0,0,0.2041,46,6,247,190,,0.7692,0.7064,0.0628,2017,237,20,0,217,190,0.8756,,,,
00153101,Stetson University,2021,2020,257,47,210,0.1829,0,0,0.1829,31,0,241,178,,0.7386,0.7006,0.038,2018,234,11,0,223,193,0.8655,0,73.86,0,86.55
00153101,Stetson University,2022,2021,269,64,205,0.2379,0,0,0.2379,46,1,252,192,,0.7619,0.7026,0.0593,2019,245,16,0,229,209,0.9127,,76.19,0,91.27
00153505,University of Florida,2009,2008,,,,,,,,,,481,,0.9917,0.8869,0.8147,0.0722,,,,,,,,,,,
00153505,University of Florida,2010,2009,,,,,,,,,,362,,0.8895,0.8571,0.7781,0.079,,,,,,,,,,,
00153505,University of Florida,2011,2010,,,,,,,,,,377,,0.8355,0.8794,0.7763,0.1031,,,,,,,,,,,
00153505,University of Florida,2012,2011,,,,,,,,,,386,,0.9171,0.9039,0.8021,0.1018,,,,,,,,,,,
00153505,University of Florida,2013,2012,,,,,,,,,,320,,0.9563,0.8954,0.7932,0.1022,,,,,,,,,,,
00153505,University of Florida,2014,2013,,,,,,,,,,353,,0.9717,0.8717,0.7791,0.0926,,,,,,,,,,,
00153505,University of Florida,2015,2014,,,,,,,,,,294,,0.9626,0.8905,0.7209,0.1696,,,,,,,,,,,
00153505,University of Florida,2016,2015,,,,,,,,,,286,,0.9965,0.8702,0.6779,0.1923,,,,,,,,,,,
00153505,University of Florida,2017,2016,320,33,,,4,,,20,,303,,,0.7855,0.6635,0.122,,,,,,,,,,,
00153505,University of Florida,2018,2017,326,29,,,9,,,32,,320,,,0.7562,0.6869,0.0693,2015,309,0,4,305,299,0.9803,,,,
00153505,University of Florida,2019,2018,319,22,,0.069,4,0.0125,0.0815,27,,320,229,,0.7157,0.6628,0.0529,2016,320,3,0,317,293,0.9243,,,,
00153505,University of Florida,2020,2019,329,27,,0.0821,0,0,0.0821,24,0,326,284,,0.8712,0.7109,0.1603,2017,326,5,3,318,296,0.9308,,,,
00153505,University of Florida,2021,2020,314,37,277,0.1178,0,0,0.1178,19,0,296,249,,0.8412,0.7068,0.1344,2018,319,1,0,318,294,0.9245,0,84.12,0,92.45
00153505,University of Florida,2022,2021,278,43,235,0.1547,0,0,0.1547,36,0,271,224,,0.8266,0.712,0.1146,2019,329,6,0,323,316,0.9783,0,82.66,0,97.83
00153601,University of Miami,2009,2008,,,,,,,,,,373,,0.7346,0.9051,0.8076,0.0975,,,,,,,,,,,
00153601,University of Miami,2010,2009,,,,,,,,,,384,,0.849,0.8252,0.7957,0.0295,,,,,,,,,,,
00153601,University of Miami,2011,2010,,,,,,,,,,464,,0.7694,0.8431,0.7763,0.0668,,,,,,,,,,,
00153601,University of Miami,2012,2011,,,,,,,,,,421,,0.772,0.8308,0.7996,0.0312,,,,,,,,,,,
00153601,University of Miami,2013,2012,,,,,,,,,,439,,0.7312,0.8131,0.7932,0.0199,,,,,,,,,,,
00153601,University of Miami,2014,2013,,,,,,,,,,389,,0.838,0.816,0.7791,0.0369,,,,,,,,,,,
00153601,University of Miami,2015,2014,,,,,,,,,,393,,0.8346,0.811,0.7209,0.0901,,,,,,,,,,,
00153601,University of Miami,2016,2015,,,,,,,,,,372,,0.8306,0.6926,0.6779,0.0147,,,,,,,,,,,
00153601,University of Miami,2017,2016,319,67,,,0,,,52,,304,,,0.7665,0.6671,0.0994,,,,,,,,,,,
00153601,University of Miami,2018,2017,245,25,,,22,,,59,,257,,,0.8365,0.6957,0.1408,2015,401,33,0,368,340,0.9239,,,,
00153601,University of Miami,2019,2018,337,31,,0.092,32,0.095,0.1869,37,,311,246,,0.791,0.6645,0.1265,2016,318,20,0,298,275,0.9228,,,,
00153601,University of Miami,2020,2019,340,46,,0.1353,49,0.1441,0.2794,38,0,283,222,,0.7844,0.7179,0.0665,2017,257,16,4,237,228,0.962,,,,
00153601,University of Miami,2021,2020,339,90,249,0.2655,0,0,0.2655,44,0,293,209,,0.7133,0,0.7133,2018,342,22,0,320,298,0.9313,0,71.33,0,93.13
00153601,University of Miami,2022,2021,366,120,246,0.3279,0,0,0.3279,39,0,285,233,,0.8176,0.7007,0.1169,2019,343,19,0,324,295,0.9105,0,81.75,0,91.05
00156400,Emory University,2009,2008,,,,,,,,,,140,,0.7714,0.9352,0.8927,0.0425,,,,,,,,,,,
00156400,Emory University,2010,2009,,,,,,,,,,155,,0.7097,0.9182,0.8628,0.0554,,,,,,,,,,,
00156400,Emory University,2011,2010,,,,,,,,,,153,,0.7647,0.9487,0.8361,0.1126,,,,,,,,,,,
00156400,Emory University,2012,2011,,,,,,,,,,147,,0.7007,0.932,0.8477,0.0843,,,,,,,,,,,
00156400,Emory University,2013,2012,,,,,,,,,,256,,0.8438,0.9305,0.8323,0.0982,,,,,,,,,,,
00156400,Emory University,2014,2013,,,,,,,,,,293,,0.7372,0.949,0.8504,0.0986,,,,,,,,,,,
00156400,Emory University,2015,2014,,,,,,,,,,277,,0.7076,0.8878,0.7982,0.0896,,,,,,,,,,,
00156400,Emory University,2016,2015,,,,,,,,,,311,,0.7299,0.8414,0.7435,0.0979,,,,,,,,,,,
00156400,Emory University,2017,2016,284,25,,,14,,,13,,258,,,0.7946,0.7301,0.0645,,,,,,,,,,,
00156400,Emory University,2018,2017,302,22,,,19,,,20,,281,,,0.7936,0.7451,0.0485,2015,312,5,4,303,287,0.9472,,,,
00156400,Emory University,2019,2018,309,16,,0.0518,26,0.0841,0.1359,18,,285,234,,0.8211,0.7291,0.092,2016,284,5,12,267,241,0.9026,,,,
00156400,Emory University,2020,2019,307,37,,0.1205,0,0,0.1205,21,0,291,241,,0.8282,0.7202,0.108,2017,299,9,5,285,252,0.8842,,,,
00156400,Emory University,2021,2020,273,66,205,0.2418,2,0.0073,0.2491,12,0,217,199,,0.917,0.7775,0.1395,2018,310,13,6,291,258,0.8866,0,91.7,0,88.66
00156400,Emory University,2022,2021,279,22,247,0.0789,10,0.0358,0.1147,21,0,268,247,,0.9179,0.7937,0.1242,2019,306,0,0,306,248,0.8105,0,92.16,1,81.11
00157400,Georgia State University,2009,2008,,,,,,,,,,172,,1,0.9419,0.8927,0.0492,,,,,,,,,,,
00157400,Georgia State University,2010,2009,,,,,,,,,,170,,1,0.9412,0.8628,0.0784,,,,,,,,,,,
00157400,Georgia State University,2011,2010,,,,,,,,,,167,,1,0.9281,0.8361,0.092,,,,,,,,,,,
00157400,Georgia State University,2012,2011,,,,,,,,,,174,,0.9943,0.9422,0.8477,0.0945,,,,,,,,,,,
00157400,Georgia State University,2013,2012,,,,,,,,,,200,,0.93,0.9677,0.8398,0.1279,,,,,,,,,,,
00157400,Georgia State University,2014,2013,,,,,,,,,,199,,0.8945,0.9438,0.8515,0.0923,,,,,,,,,,,
00157400,Georgia State University,2015,2014,,,,,,,,,,202,,1,0.9158,0.8023,0.1135,,,,,,,,,,,
00157400,Georgia State University,2016,2015,,,,,,,,,,202,,0.8564,0.8844,0.7345,0.1499,,,,,,,,,,,
00157400,Georgia State University,2017,2016,199,33,,,11,,,52,,207,,,0.8309,0.7134,0.1175,,,,,,,,,,,
00157400,Georgia State University,2018,2017,184,28,,,15,,,40,,181,,,0.8232,0.7336,0.0896,2015,199,0,11,188,165,0.8777,,,,
00157400,Georgia State University,2019,2018,171,30,,0.1754,0,0,0.1754,40,,181,153,,0.8453,0.7118,0.1335,2016,199,4,0,195,184,0.9436,,,,
00157400,Georgia State University,2020,2019,196,28,,0.1429,0,0,0.1429,23,0,191,166,,0.8691,0.6592,0.2099,2017,184,8,0,176,170,0.9659,,,,
00157400,Georgia State University,2021,2020,209,47,159,0.2249,3,0.0144,0.2392,21,0,180,159,,0.8834,0.762,0.1214,2018,171,4,0,167,162,0.9701,0,88.34,0,97.01
00157400,Georgia State University,2022,2021,224,49,165,0.2188,10,0.0446,0.2634,9,0,174,146,,0.839,0.7824,0.0566,2019,196,10,0,186,182,0.9785,0,83.91,0,97.85
00158015,Mercer University,2009,2008,,,,,,,,,,144,,0.8333,0.9583,0.8927,0.0656,,,,,,,,,,,
00158015,Mercer University,2010,2009,,,,,,,,,,159,,0.7925,0.873,0.8628,0.0102,,,,,,,,,,,
00158015,Mercer University,2011,2010,,,,,,,,,,142,,0.8099,0.9043,0.8361,0.0682,,,,,,,,,,,
00158015,Mercer University,2012,2011,,,,,,,,,,140,,0.7571,0.7736,0.8477,-0.0741,,,,,,,,,,,
00158015,Mercer University,2013,2012,,,,,,,,,,152,,0.8092,0.9268,0.8398,0.087,,,,,,,,,,,
00158015,Mercer University,2014,2013,,,,,,,,,,164,,0.8293,0.8676,0.8515,0.0161,,,,,,,,,,,
00158015,Mercer University,2015,2014,,,,,,,,,,143,,0.8462,0.8099,0.8023,0.0076,,,,,,,,,,,
00158015,Mercer University,2016,2015,,,,,,,,,,111,,0.9189,0.7451,0.7345,0.0106,,,,,,,,,,,
00158015,Mercer University,2017,2016,166,5,,,5,,,2,,158,,,0.6583,0.712,-0.0537,,,,,,,,,,,
00158015,Mercer University,2018,2017,124,10,,,0,,,5,,119,,,0.7647,0.7322,0.0325,2015,115,3,1,111,102,0.9189,,,,
00158015,Mercer University,2019,2018,120,9,,0.075,0,0,0.075,6,,117,85,,0.7265,0.7122,0.0143,2016,166,5,0,161,136,0.8447,,,,
00158015,Mercer University,2020,2019,130,8,,0.0615,0,0,0.0615,6,0,128,104,,0.8125,0.6698,0.1427,2017,123,0,4,119,106,0.8908,,,,
00158015,Mercer University,2021,2020,122,13,109,0.1066,0,0,0.1066,5,0,114,92,,0.807,0.7617,0.0453,2018,120,1,0,119,104,0.8739,0,80.7,0,87.39
00158015,Mercer University,2022,2021,122,8,114,0.0656,0,0,0.0656,1,0,115,90,,0.7826,0.7811,0.0015,2019,130,3,0,127,117,0.9213,0,78.26,0,92.13
00159800,University of Georgia,2009,2008,,,,,,,,,,174,,1,0.9885,0.8883,0.1002,,,,,,,,,,,
00159800,University of Georgia,2010,2009,,,,,,,,,,201,,1,0.9505,0.8578,0.0927,,,,,,,,,,,
00159800,University of Georgia,2011,2010,,,,,,,,,,215,,0.9442,0.9703,0.8334,0.1369,,,,,,,,,,,
00159800,University of Georgia,2012,2011,,,,,,,,,,223,,0.9596,0.9251,0.8465,0.0786,,,,,,,,,,,
00159800,University of Georgia,2013,2012,,,,,,,,,,218,,1,0.9451,0.8385,0.1066,,,,,,,,,,,
00159800,University of Georgia,2014,2013,,,,,,,,,,229,,1,0.9477,0.8467,0.101,,,,,,,,,,,
00159800,University of Georgia,2015,2014,,,,,,,,,,222,,0.9955,0.9094,0.7986,0.1108,,,,,,,,,,,
00159800,University of Georgia,2016,2015,,,,,,,,,,188,,1,0.8883,0.7369,0.1514,,,,,,,,,,,
00159800,University of Georgia,2017,2016,197,10,,,4,,,13,,196,,,0.8724,0.7151,0.1573,,,,,,,,,,,
00159800,University of Georgia,2018,2017,182,16,,,3,,,6,,169,,,0.8875,0.7356,0.1519,2015,190,1,2,187,178,0.9519,,,,
00159800,University of Georgia,2019,2018,193,12,,0.0622,1,0.0052,0.0674,13,,193,162,,0.8394,0.7143,0.1251,2016,197,7,1,189,183,0.9683,,,,
00159800,University of Georgia,2020,2019,185,11,,0.0595,0,0,0.0595,8,0,182,167,,0.9176,0.6778,0.2398,2017,182,5,0,177,169,0.9548,,,,
00159800,University of Georgia,2021,2020,178,9,169,0.0506,0,0,0.0506,7,0,176,166,,0.9432,0,0.9432,2018,193,4,0,189,180,0.9524,1,94.35,0,95.24
00159800,University of Georgia,2022,2021,200,15,185,0.075,0,0,0.075,7,0,192,180,,0.9375,0.7779,0.1596,2019,185,5,0,180,174,0.9667,0,93.75,1,96.69
00161000,University of Hawaii,2009,2008,,,,,,,,,,91,,0.8132,0.8649,0.8848,-0.0199,,,,,,,,,,,
00161000,University of Hawaii,2010,2009,,,,,,,,,,81,,0.9383,0.8816,0.8594,0.0222,,,,,,,,,,,
00161000,University of Hawaii,2011,2010,,,,,,,,,,74,,0.9324,0.7536,0.7704,-0.0168,,,,,,,,,,,
00161000,University of Hawaii,2012,2011,,,,,,,,,,92,,0.9348,0.7442,0.8304,-0.0862,,,,,,,,,,,
00161000,University of Hawaii,2013,2012,,,,,,,,,,94,,0.8723,0.7439,0.7511,-0.0072,,,,,,,,,,,
00161000,University of Hawaii,2014,2013,,,,,,,,,,97,,0.8866,0.8256,0.8148,0.0108,,,,,,,,,,,
00161000,University of Hawaii,2015,2014,,,,,,,,,,97,,0.9897,0.698,0.7436,-0.0456,,,,,,,,,,,
00161000,University of Hawaii,2016,2015,,,,,,,,,,106,,0.9245,0.7857,0.763,0.0227,,,,,,,,,,,
00161000,University of Hawaii,2017,2016,77,19,,,0,,,13,,71,,,0.7042,0.7916,-0.0874,,,,,,,,,,,
00161000,University of Hawaii,2018,2017,124,37,,,0,,,15,,102,,,0.7255,0.7574,-0.0319,2015,108,7,0,101,90,0.8911,,,,
00161000,University of Hawaii,2019,2018,80,13,,0.1625,1,0.0125,0.175,32,,98,78,,0.796,0.791,0.005,2016,77,7,0,70,59,0.8429,,,,
00161000,University of Hawaii,2020,2019,88,20,,0.2273,0,0,0.2273,2,0,70,46,,0.6572,0.7327,-0.0755,2017,124,0,8,116,99,0.8534,,,,
00161000,University of Hawaii,2021,2020,92,0,55,0,37,0.4022,0.4022,9,1,64,50,,0.7812,0.802,-0.0208,2018,80,0,5,75,72,0.96,0,78.12,0,96
00161000,University of Hawaii,2022,2021,111,9,81,0.0811,21,0.1892,0.2703,30,3,111,80,,0.7207,0.7486,-0.0279,2019,88,0,6,82,69,0.8415,0,72.07,0,84.15
00162600,University of Idaho,2009,2008,,,,,,,,,,93,,0.9892,0.7718,0.8023,-0.0305,,,,,,,,,,,
00162600,University of Idaho,2010,2009,,,,,,,,,,93,,0.9892,0.837,0.8319,0.0051,,,,,,,,,,,
00162600,University of Idaho,2011,2010,,,,,,,,,,85,,1,0.6944,0.7994,-0.105,,,,,,,,,,,
00162600,University of Idaho,2012,2011,,,,,,,,,,106,,0.7925,0.7856,0.8067,-0.0211,,,,,,,,,,,
00162600,University of Idaho,2013,2012,,,,,,,,,,94,,0.7234,0.8529,0.8556,-0.0027,,,,,,,,,,,
00162600,University of Idaho,2014,2013,,,,,,,,,,130,,0.7308,0.779,0.8235,-0.0445,,,,,,,,,,,
00162600,University of Idaho,2015,2014,,,,,,,,,,111,,0.8559,0.7158,0.749,-0.0332,,,,,,,,,,,
00162600,University of Idaho,2016,2015,,,,,,,,,,95,,0.8737,0.6747,0.7333,-0.0586,,,,,,,,,,,
00162600,University of Idaho,2017,2016,115,21,,,1,,,27,,120,,,0.7417,0.7824,-0.0407,,,,,,,,,,,
00162600,University of Idaho,2018,2017,89,9,,,10,,,19,,89,,,0.7303,0.7832,-0.0529,2015,108,3,0,105,94,0.8952,,,,
00162600,University of Idaho,2019,2018,96,13,,0.1354,4,0.0417,0.1771,10,,89,66,,0.7415,0.7575,-0.016,2016,115,5,0,110,98,0.8909,,,,
00162600,University of Idaho,2020,2019,101,14,,0.1386,7,0.0693,0.2079,12,0,92,64,,0.6956,0.7386,-0.043,2017,89,3,5,81,68,0.8395,,,,
00162600,University of Idaho,2021,2020,97,19,74,0.1959,4,0.0412,0.2371,12,0,86,70,,0.814,0.7696,0.0444,2018,96,4,3,89,77,0.8652,7,82.8,0,86.52
00162600,University of Idaho,2022,2021,143,21,120,0.1469,2,0.014,0.1608,13,0,133,89,,0.6692,0.7334,-0.0642,2019,101,2,3,96,81,0.8438,0,66.92,2,84.69
00167100,Depaul University,2009,2008,,,,,,,,,,300,,0.89,0.8914,0.9094,-0.018,,,,,,,,,,,
00167100,Depaul University,2010,2009,,,,,,,,,,320,,0.8625,0.9239,0.9089,0.015,,,,,,,,,,,
00167100,Depaul University,2011,2010,,,,,,,,,,288,,0.9201,0.8981,0.8938,0.0043,,,,,,,,,,,
00167100,Depaul University,2012,2011,,,,,,,,,,326,,0.8313,0.9262,0.891,0.0352,,,,,,,,,,,
00167100,Depaul University,2013,2012,,,,,,,,,,370,,0.8432,0.875,0.8734,0.0016,,,,,,,,,,,
00167100,Depaul University,2014,2013,,,,,,,,,,295,,0.9492,0.8679,0.8726,-0.0047,,,,,,,,,,,
00167100,Depaul University,2015,2014,,,,,,,,,,280,,0.8964,0.8685,0.8541,0.0144,,,,,,,,,,,
00167100,Depaul University,2016,2015,,,,,,,,,,241,,0.8714,0.8143,0.808,0.0063,,,,,,,,,,,
